Date,ID,Target
4/24/2015,1021,3520
4/24/2015,1022,208
4/24/2015,1023,158
4/27/2015,1024,12362
4/27/2015,1025,8585
4/27/2015,1026,287
4/27/2015,1027,3490
4/27/2015,1028,3895
4/27/2015,1029,3529
4/27/2015,1030,208
4/27/2015,1031,158
4/28/2015,1032,12371
4/28/2015,1033,8586
4/28/2015,1034,287
4/28/2015,1035,3498
4/28/2015,1036,3899
4/28/2015,1037,3533
4/28/2015,1038,208
4/28/2015,1039,158
4/30/2015,1040,12387
4/30/2015,1041,8588
4/30/2015,1042,287
4/30/2015,1043,3512
4/30/2015,1044,3901
4/30/2015,1045,3535
4/30/2015,1046,208
4/30/2015,1047,158
5/1/2015,1048,12398
5/1/2015,1049,8590
5/1/2015,1050,287
5/1/2015,1051,3521
5/1/2015,1052,3901
5/1/2015,1053,3535
5/1/2015,1054,208
5/1/2015,1055,158
5/4/2015,1056,12426
5/4/2015,1057,8592
5/4/2015,1058,287
5/4/2015,1059,3547
5/4/2015,1060,3902
5/4/2015,1061,3536
5/4/2015,1062,208
5/4/2015,1063,158
5/5/2015,1064,12440
5/5/2015,1065,8595
5/5/2015,1066,287
5/5/2015,1067,3558
5/5/2015,1068,3903
5/5/2015,1069,3537
5/5/2015,1070,208
5/5/2015,1071,158
5/6/2015,1072,8595
5/6/2015,1073,287
5/6/2015,1074,3558
5/6/2015,1075,12440
5/6/2015,1076,32
5/6/2015,1077,32
5/6/2015,1078,3537
5/6/2015,1079,208
5/6/2015,1080,158
5/6/2015,1081,3903
5/7/2015,1082,12470
5/7/2015,1083,8597
5/7/2015,1084,287
5/7/2015,1085,3586
5/7/2015,1086,3904
5/7/2015,1087,3538
5/7/2015,1088,208
5/7/2015,1089,158
5/8/2015,1090,12492
5/8/2015,1091,8597
5/8/2015,1092,287
5/8/2015,1093,3608
5/8/2015,1094,3904
5/8/2015,1095,3538
5/8/2015,1096,208
5/8/2015,1097,158
5/11/2015,1098,12519
5/11/2015,1099,8597
5/11/2015,1100,287
5/11/2015,1101,3635
5/11/2015,1102,3904
5/11/2015,1103,3538
5/11/2015,1104,208
5/11/2015,1105,158
5/12/2015,1106,12523
5/12/2015,1107,8597
5/12/2015,1108,287
5/12/2015,1109,3639
5/12/2015,1110,3904
5/12/2015,1111,3538
5/12/2015,1112,208
5/12/2015,1113,158
5/13/2015,1114,158
5/13/2015,1115,3904
5/13/2015,1116,3635
5/13/2015,1117,12519
5/13/2015,1118,22
5/13/2015,1119,287
5/13/2015,1120,3538
5/13/2015,1121,8597
5/13/2015,1122,22
5/13/2015,1123,208
5/15/2015,1124,12540
5/15/2015,1125,8598
5/15/2015,1126,287
5/15/2015,1127,3655
5/15/2015,1128,3904
5/15/2015,1129,3538
5/15/2015,1130,208
5/15/2015,1131,158
5/14/2015,1132,12536
5/14/2015,1133,8597
5/14/2015,1134,287
5/14/2015,1135,3652
5/14/2015,1136,3904
5/14/2015,1137,3538
5/14/2015,1138,208
5/14/2015,1139,158
5/19/2015,1140,12632
5/19/2015,1141,8605
5/19/2015,1142,287
5/19/2015,1143,3740
5/19/2015,1144,3907
5/19/2015,1145,3541
5/19/2015,1146,208
5/19/2015,1147,158
5/18/2015,1148,12593
5/18/2015,1149,8603
5/18/2015,1150,287
5/18/2015,1151,3703
5/18/2015,1152,3906
5/18/2015,1153,3540
5/18/2015,1154,208
5/18/2015,1155,158
5/20/2015,1156,8605
5/20/2015,1157,287
5/20/2015,1158,3740
5/20/2015,1159,12632
5/20/2015,1160,19
5/20/2015,1161,19
5/20/2015,1162,3541
5/20/2015,1163,208
5/20/2015,1164,158
5/20/2015,1165,3907
5/21/2015,1166,12656
5/21/2015,1167,8607
5/21/2015,1168,287
5/21/2015,1169,3762
5/21/2015,1170,3907
5/21/2015,1171,3541
5/21/2015,1172,208
5/21/2015,1173,158
5/22/2015,1174,12666
5/22/2015,1175,8608
5/22/2015,1176,287
5/22/2015,1177,3771
5/22/2015,1178,3907
5/22/2015,1179,3541
5/22/2015,1180,208
5/22/2015,1181,158
5/26/2015,1182,12706
5/26/2015,1183,8608
5/26/2015,1184,287
5/26/2015,1185,3811
5/26/2015,1186,3908
5/26/2015,1187,3542
5/26/2015,1188,208
5/26/2015,1189,158
5/25/2015,1190,12696
5/25/2015,1191,8608
5/25/2015,1192,287
5/25/2015,1193,3801
5/25/2015,1194,3908
5/25/2015,1195,3542
5/25/2015,1196,208
5/25/2015,1197,158
